gene_a,gene_a.identifier,gene_b,gene_b.identifier,SL.cellline,pubmed_id,source,sl_score,sl,combined_score,reactome,corum,go_F,go_C,go_P,kegg,all,gene_a_encoder,gene_b_encoder
EXOSC9,5393,SEC22B,9554,,31300006,CRISPR/CRISPRi,0.18,1,0.0,1,0,1,0,0,0,3,2662,7440
EXOSC9,5393,RPL8,6132,,31300006,CRISPR/CRISPRi,0.02,1,906.0,5,0,2,1,0,0,4,2662,7196
EXOSC9,5393,POLR3A,11128,,31300006,CRISPR/CRISPRi,0.01,1,192.0,0,0,0,2,0,0,2,2662,6353
EXOSC9,5393,PSMB7,5695,,31300006,CRISPR/CRISPRi,0.15,1,0.0,3,0,1,4,1,0,5,2662,6610
EXOSC9,5393,OPA1,4976,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,3,0,0,3,2662,5653
EXOSC9,5393,GTPBP4,23560,,31300006,CRISPR/CRISPRi,0.24,1,242.0,0,0,2,5,0,0,3,2662,3412
EXOSC9,5393,RPP30,10556,,31300006,CRISPR/CRISPRi,0.28,1,294.0,4,0,2,2,1,0,5,2662,7206
EXOSC9,5393,MASTL,84930,,31300006,CRISPR/CRISPRi,0.07,1,0.0,0,0,0,3,0,0,2,2662,4689
EXOSC9,5393,ZNHIT6,54680,,31300006,CRISPR/CRISPRi,0.0,1,0.0,0,0,1,2,0,0,3,2662,9852
EXOSC9,5393,SLC39A9,55334,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,1,0,0,0,2,2662,7783
EXOSC9,5393,NUP54,53371,,31300006,CRISPR/CRISPRi,0.1,1,161.0,2,0,1,0,0,1,4,2662,5600
EXOSC9,5393,TASOR,23272,,31300006,CRISPR/CRISPRi,0.01,1,0.0,0,0,2,1,0,0,3,2662,8359
EXOSC9,5393,NOLC1,9221,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,2,3,1,0,4,2662,5448
EXOSC9,5393,PPCS,79717,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,0,3,0,0,2,2662,6392
EXOSC9,5393,TAF1A,9015,,31300006,CRISPR/CRISPRi,0.08,1,182.0,0,0,1,1,0,0,3,2662,8318
EXOSC9,5393,KANSL1,284058,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,2662,4034
EXOSC9,5393,PSPH,5723,,31300006,CRISPR/CRISPRi,0.18,1,0.0,0,0,0,2,0,0,2,2662,6640
EXOSC9,5393,MRPS27,23107,,31300006,CRISPR/CRISPRi,0.29,1,0.0,1,0,1,3,0,0,4,2662,5017
EXOSC9,5393,PRIM2,5558,,31300006,CRISPR/CRISPRi,0.16,1,386.0,0,0,1,1,0,0,3,2662,6500
EXOSC9,5393,RBFA,79863,,31300006,CRISPR/CRISPRi,0.03,1,0.0,0,0,1,0,1,0,3,2662,6891
EXOSC9,5393,TRNAU1AP,54952,,31300006,CRISPR/CRISPRi,0.29,1,0.0,0,0,2,2,0,0,3,2662,8915
EXOSC9,5393,SYVN1,84447,,31300006,CRISPR/CRISPRi,0.04,1,0.0,2,0,1,2,0,0,4,2662,8301
DENND4A,10260,RPL4,6124,,25171417,Daisy,0.2,1,0.0,0,0,1,2,0,0,3,2074,7192
GAL3ST1,9514,NUP155,9631,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,3050,5592
TTLL7,79739,XYLT2,64132,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,9004,9455
MUC4,4585,TP53,7157,,26427375,computer analysis,0.3,1,426.0,3,0,0,0,0,0,1,5104,8792
KIAA1522,10207,PATJ,57648,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,4148,5851
PATJ,10207,TACSTD2,4070,,25171417,Daisy,0.2,1,0.0,0,0,1,2,0,0,3,5851,8309
PATJ,10207,SERINC2,347735,,25171417,Daisy,0.2,1,0.0,0,0,0,1,0,0,2,5851,7489
NAE1,10207,PATJ,8883,,23100467,GenomeRNAi,0.638,1,0.0,0,0,1,2,0,0,3,5202,5851
ADGRG1,10207,PATJ,9289,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,165,5851
LHFPL4,375323,RGS19,10287,,29959327,ISLE,0.3,1,0.0,0,0,1,2,0,0,3,4396,7008
KRAS,5274,SERPINI1,3845,,22613949,Text Mining,0.6,1,0.0,0,0,0,0,0,0,0,4255,7511
SERPINI1,5274,TP53,7157,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,7511,8792
BRCA1,5274,SERPINI1,672,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,839,7511
KRT27,342574,MYC,4609,,22157079,GenomeRNAi,0.536,1,0.0,1,0,1,0,0,0,3,4269,5125
KRT27,342574,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,4269,6654
INCENP,3619,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,2,0,1,2,0,0,4,3886,5202
ENY2,56943,RIDA,10247,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,2531,7040
ENY2,56943,SLC25A32,81034,,25171417,Daisy,0.2,1,194.0,0,0,0,1,0,0,2,2531,7703
BRCA1,56943,ENY2,672,,26427375,computer analysis,0.3,1,0.0,0,0,2,1,2,1,5,839,2531
APOBEC2,10930,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,425,6654
FARSB,10056,TTC4,7268,,31300006,CRISPR/CRISPRi,0.06,1,0.0,0,0,1,1,0,0,3,2774,8992
FARSB,10056,INTS5,80789,,31300006,CRISPR/CRISPRi,0.16,1,163.0,0,0,1,3,0,0,3,2774,3919
FARSB,10056,MED28,80306,,31300006,CRISPR/CRISPRi,0.02,1,0.0,0,0,1,1,0,0,3,2774,4769
FARSB,10056,LEO1,123169,,31300006,CRISPR/CRISPRi,0.44,1,0.0,1,0,1,0,0,0,3,2774,4375
CEP20,123811,MYC,4609,,22157079,GenomeRNAi,0.5539999999999999,1,0.0,0,0,1,1,0,0,3,1400,5125
KHSRP,114034,TOE1,8570,,25171417,computer analysis,0.3,1,154.0,0,0,2,2,0,1,4,4140,8766
GLUD2,2747,GTF2H1,2965,,25171417,Daisy,0.16699999999999998,1,0.0,0,0,0,0,0,0,0,3196,3398
GLUD2,2747,MRPL13,28998,,25171417,Daisy,0.17,1,0.0,0,0,0,1,0,0,2,3196,4964
GLUD2,2747,TRIM23,373,,25171417,Daisy,0.16399999999999998,1,0.0,0,0,1,0,0,0,2,3196,8863
GLUD2,2747,MTREX,23517,,25171417,Daisy,0.158,1,0.0,0,0,0,0,0,0,0,3196,5091
GLUD2,2747,LARP7,51574,,25171417,Daisy,0.155,1,0.0,0,0,0,1,0,0,2,3196,4329
GLUD2,2747,HACD3,51495,,25171417,Daisy,0.16699999999999998,1,0.0,1,0,0,0,0,0,1,3196,3453
GLUD2,2747,SEC24B,10427,,25171417,Daisy,0.16699999999999998,1,0.0,1,0,0,1,0,0,3,3196,7446
MT2A,4502,PLAT,5327,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,5055,6207
MT2A,4502,S100A3,6274,,25171417,computer analysis,0.3,1,0.0,0,0,2,1,0,0,3,5055,7328
CAVIN3,4502,MT2A,112464,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,1097,5055
PANK4,55229,UBE2J2,118424,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,5817,9093
CDK16,5127,KLF12,11278,,31340155,SPAGE-finder,0.20903643800000002,1,0.0,0,0,1,1,0,0,3,1317,4193
COQ10B,80219,SRGAP2,23380,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,1686,8072
CDH2,1000,DPYSL3,1809,,25171417,computer analysis,0.3,1,332.0,1,0,2,1,0,0,4,1301,2259
C8orf48,157773,OGFR,11054,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,978,5644
CSH2,6754,SSTR4,1443,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,1,2,1789,8116
MGMT,4255,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,4826,5202
MAFF,23764,PHF14,9678,,29959327,ISLE,0.3,1,0.0,0,0,1,0,1,0,3,4582,6081
MAFF,23764,NXPH1,30010,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,4582,5619
MAFF,23764,POU6F2,11281,,29959327,ISLE,0.3,1,0.0,0,0,3,1,1,1,5,4582,6382
CCS,9973,NAE1,8883,,23100467,GenomeRNAi,0.638,1,0.0,0,0,1,2,0,0,3,1200,5202
EP300,55824,PAG1,2033,,27045018,textmining,0.2,1,0.0,3,0,1,0,0,0,3,2535,5794
DNMT1,1786,HTR3C,170572,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,2221,3724
DNMT1,1786,SMARCB1,6598,,25171417,computer analysis,0.3,1,307.0,1,0,2,2,0,1,5,2221,7860
DNMT1,1786,PLA2G2E,30814,,28319085,CRISPR/CRISPRi,0.68,1,185.0,0,0,1,0,0,1,3,2221,6195
DNMT1,1786,MAP3K10,4294,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,0,0,0,0,0,2221,4627
DNMT1,1786,GTPBP3,84705,,25171417,Daisy,0.2,1,335.0,0,0,1,0,0,0,2,2221,3411
DNMT1,1786,RANBP3,8498,,25171417,Daisy,0.2,1,0.0,0,0,1,2,0,0,3,2221,6836
DNMT1,1786,PRKCZ,5590,,28319085,CRISPR/CRISPRi,0.68,1,440.0,0,0,1,0,0,0,2,2221,6522
DNMT1,1786,NFATC3,4775,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,1,4,2221,5355
DNMT1,1786,NAE1,8883,,23100467,GenomeRNAi,0.629,1,0.0,2,0,1,0,0,0,3,2221,5202
BRCA1,9037,SEMA5A,672,,26427375,computer analysis,0.3,1,0.0,2,0,0,1,1,0,4,839,7473
MMEL1,79258,NRAS,4893,,19490893,GenomeRNAi,0.452,1,0.0,0,0,0,2,0,0,2,4880,5515
ERRFI1,54206,FOSL1,8061,,25171417,computer analysis,0.3,1,322.0,0,0,1,2,0,0,3,2608,2950
PTEN,5797,PTPRM,5728,,26427375,computer analysis,0.3,1,171.0,0,0,3,2,3,1,5,6654,6702
CTCF,10664,NASP,4678,,25171417,computer analysis,0.3,1,163.0,0,0,1,3,0,1,4,1822,5220
CTCF,10664,KRAS,3845,,22613949,Text Mining,0.6,1,332.0,0,0,1,0,1,0,3,1822,4255
CTCF,10664,TERF2,7014,,25171417,Daisy,0.2,1,161.0,0,0,1,2,1,0,4,1822,8454
CTCF,10664,MATR3,9782,,25171417,computer analysis,0.3,1,182.0,0,0,2,1,0,0,3,1822,4695
CTCF,10664,LUC7L2,51631,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,1822,4539
CTCF,10664,HMGB1,3146,,25171417,Daisy,0.2,1,225.0,0,0,2,4,2,1,5,1822,3591
CTCF,10664,MYC,4609,,22157079,GenomeRNAi,0.49700000000000005,1,0.0,1,0,4,4,4,1,6,1822,5125
CTCF,10664,EIPR1,7260,,26472760,Text Mining,0.6,1,0.0,0,0,1,0,0,0,2,1822,2460
C2CD2L,9854,HMBS,3145,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,945,3586
KBTBD4,55709,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,0,0,0,1,2,4053,5202
KBTBD4,55709,MYC,4609,,22157079,GenomeRNAi,0.551,1,0.0,0,0,0,0,0,0,0,4053,5125
NAE1,54059,YBEY,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,5202,9460
MGLL,11343,MYBL2,4605,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,4824,5121
FGG,2266,HRAS,3265,,19490893,GenomeRNAi,0.45799999999999996,1,920.0,20,0,1,1,1,1,6,2888,3671
FGG,2266,KRAS,3845,,19490893,Text Mining,0.6,1,903.0,14,0,1,1,0,0,4,2888,4255
FGG,2266,NRAS,4893,,19490893,GenomeRNAi,0.45799999999999996,1,906.0,20,0,1,2,0,1,5,2888,5515
PLXNA3,55558,PTPRB,5787,,29959327,ISLE,0.3,1,0.0,0,0,1,2,0,0,3,6273,6694
PLXNA3,55558,VEPH1,79674,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,6273,9275
PPME1,51400,TMEM165,55858,,26472760,Text Mining,0.6,1,0.0,0,0,0,0,0,0,0,6421,8629
S100A6,6277,SERPINB6,5269,,25171417,Daisy,0.2,1,0.0,0,0,0,7,0,0,2,7330,7504
S100A6,6277,WSB2,55884,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,7330,9415
CEP192,55125,VPS72,6944,,31300006,CRISPR/CRISPRi,0.01,1,255.0,0,0,1,0,0,1,3,1399,9318
CEP192,55125,NACA,4666,,31300006,CRISPR/CRISPRi,0.08,1,0.0,0,0,0,0,0,0,0,1399,5197
CEP192,55125,METAP2,10988,,31300006,CRISPR/CRISPRi,0.18,1,0.0,0,0,1,1,0,0,3,1399,4796
CEP192,55125,RPLP1,6176,,31300006,CRISPR/CRISPRi,0.26,1,0.0,0,0,1,1,0,0,3,1399,7199
CEP192,55125,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.11,1,934.0,9,0,1,3,0,1,5,1399,9028
CEP192,55125,MRPL11,65003,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,1,0,0,0,2,1399,4962
CEP192,55125,MRPL22,29093,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,0,0,0,0,0,1399,4974
CEP192,55125,MRPL36,64979,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,0,0,0,2,1399,4984
CEP192,55125,FH,2271,,31300006,CRISPR/CRISPRi,0.06,1,0.0,0,0,1,1,0,0,3,1399,2893
CEP192,55125,PELO,53918,,31300006,CRISPR/CRISPRi,0.27,1,0.0,0,0,1,0,0,0,2,1399,6007
CEP192,55125,TTC4,7268,,31300006,CRISPR/CRISPRi,0.06,1,0.0,0,0,1,0,0,0,2,1399,8992
CEP192,55125,RPL13,6137,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,1,1,0,0,3,1399,7161
CEP192,55125,THOC1,9984,,25171417,Daisy,0.2,1,187.0,0,0,1,0,0,0,2,1399,8508
CEP192,55125,MED23,9439,,31300006,CRISPR/CRISPRi,0.24,1,0.0,0,0,1,0,0,0,2,1399,4765
CEP192,55125,KIF11,3832,,31300006,CRISPR/CRISPRi,0.03,1,463.0,0,0,0,1,1,1,4,1399,4151
PPARD,5467,SEC22C,9117,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,6388,7441
PPARD,5467,UBP1,7342,,29959327,ISLE,0.3,1,0.0,0,0,4,3,2,1,5,6388,9121
PPARD,5467,ULK4,54986,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,6388,9166
PIP4P2,5467,PPARD,55529,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,6158,6388
ETV5,2119,SLC35A4,113829,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,2636,7749
ETV5,2119,OVOL1,5017,,29959327,ISLE,0.3,1,0.0,0,0,3,1,3,1,5,2636,5752
CHMP1B,57132,UBE2H,7328,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,1474,9090
ARHGEF1,7094,TLN1,9138,,25171417,computer analysis,0.3,1,0.0,1,0,1,2,0,1,5,490,8565
PTEN,7094,TLN1,5728,,26427375,computer analysis,0.3,1,0.0,5,0,1,3,0,2,5,6654,8565
KRAS,92799,SHKBP1,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,0,0,1,3,4255,7596
PTEN,11123,RCAN3,5728,,26427375,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,6654,6940
BRCA2,11123,RCAN3,675,,26427375,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,840,6940
CNIH4,29097,FH,2271,,25171417,Daisy,0.2,1,183.0,0,0,1,0,0,0,2,1605,2893
GSR,2936,TXNRD1,7296,,30401714,textmining,0.2,1,407.0,0,0,2,3,5,0,4,3383,9052
ARNT,405,CLK2,1196,,25171417,Daisy,0.2,1,0.0,0,0,1,3,0,0,3,532,1564
ARNT,405,SETDB1,9869,,25171417,Daisy,0.2,1,168.0,0,0,1,3,0,0,3,532,7521
ARNT,405,RPRD2,23248,,25171417,Daisy,0.2,1,0.0,0,0,0,1,0,0,2,532,7211
ARNT,405,PRUNE1,58497,,25171417,Daisy,0.2,1,0.0,0,0,1,2,0,0,3,532,6589
ARNT,405,POGZ,23126,,25171417,Daisy,0.2,1,0.0,0,0,1,4,1,0,4,532,6314
ARNT,405,DEDD,9191,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,532,2060
RPL28,6158,TRRAP,8295,,31300006,CRISPR/CRISPRi,0.18,1,0.0,1,0,1,0,0,0,3,7177,8934
RPL28,6158,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.27,1,0.0,0,0,1,2,0,0,3,7177,9028
ITGB5,3693,NCEH1,57552,,25171417,Daisy,0.2,1,0.0,0,0,0,1,0,0,2,3986,5242
ITGB5,3693,MYC,4609,,22623531,Text Mining,0.4,1,0.0,1,0,1,0,0,2,4,3986,5125
CKM,1158,GRB2,2885,,31300006,CRISPR/CRISPRi,0.02,1,0.0,0,0,1,1,0,0,3,1526,3337
CKM,1158,XIAP,331,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,1,0,0,3,1526,9429
CKM,1158,PTPRJ,5795,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,0,0,0,2,1526,6700
CKM,1158,EPHA2,1969,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,2,0,0,0,2,1526,2549
CKM,1158,PIK3CG,5294,,28319085,CRISPR/CRISPRi,0.68,1,0.0,1,0,3,1,1,0,5,1526,6141
CKM,1158,RELA,5970,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,1,0,0,3,1526,6963
CKM,1158,MAP2K7,5609,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,2,1,0,0,3,1526,4625
RPL13,6137,SKA3,221150,,31300006,CRISPR/CRISPRi,0.29,1,0.0,0,0,1,1,0,0,3,7161,7629
RPL13,6137,SPATA5,166378,,31300006,CRISPR/CRISPRi,0.18,1,0.0,0,0,0,0,0,0,0,7161,8006
RPL13,6137,ZNF830,91603,,31300006,CRISPR/CRISPRi,0.11,1,0.0,0,0,1,1,0,0,3,7161,9840
RPL13,6137,TIPIN,54962,,31300006,CRISPR/CRISPRi,0.07,1,0.0,0,0,1,1,0,0,3,7161,8543
RPL13,6137,ZNF574,64763,,31300006,CRISPR/CRISPRi,0.22,1,0.0,0,0,0,1,0,0,2,7161,9751
RPL13,6137,SNAPC1,6617,,31300006,CRISPR/CRISPRi,0.12,1,0.0,0,0,1,1,0,0,3,7161,7902
RPL13,6137,XRN2,22803,,31300006,CRISPR/CRISPRi,0.46,1,0.0,5,0,2,3,0,0,4,7161,9451
RPL13,6137,RTF1,23168,,31300006,CRISPR/CRISPRi,0.37,1,0.0,1,0,2,1,0,0,4,7161,7290
RPL13,6137,TRNAU1AP,54952,,31300006,CRISPR/CRISPRi,0.36,1,0.0,0,0,2,1,0,0,3,7161,8915
RPL13,6137,ZMAT5,55954,,31300006,CRISPR/CRISPRi,0.05,1,0.0,1,0,1,0,0,0,3,7161,9600
RPL13,6137,UQCRB,7381,,31300006,CRISPR/CRISPRi,0.1,1,228.0,1,0,1,0,0,0,3,7161,9188
RPL13,6137,RPL8,6132,,31300006,CRISPR/CRISPRi,0.09,1,999.0,35,3,3,3,5,2,7,7161,7196
RPL13,6137,RPLP1,6176,,31300006,CRISPR/CRISPRi,0.08,1,999.0,35,4,2,2,5,2,7,7161,7199
RPL13,6137,SDHC,6391,,31300006,CRISPR/CRISPRi,0.2,1,0.0,1,0,1,0,0,0,3,7161,7429
RPL13,6137,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.41,1,0.0,0,0,1,2,0,0,3,7161,9028
RPL13,6137,TFB1M,51106,,31300006,CRISPR/CRISPRi,0.38,1,0.0,2,0,2,0,0,0,3,7161,8469
RPL13,6137,TRRAP,8295,,31300006,CRISPR/CRISPRi,0.28,1,0.0,1,0,1,1,0,0,4,7161,8934
RPL13,6137,WDR61,80349,,31300006,CRISPR/CRISPRi,0.2,1,421.0,2,0,1,2,0,0,4,7161,9377
RPL13,6137,ZNF598,90850,,31300006,CRISPR/CRISPRi,0.21,1,0.0,0,0,2,0,0,0,2,7161,9763
RPL13,6137,TRMT5,57570,,31300006,CRISPR/CRISPRi,0.07,1,0.0,1,0,0,1,0,0,3,7161,8910
RPL13,6137,TTC4,7268,,31300006,CRISPR/CRISPRi,0.44,1,0.0,0,0,1,1,0,0,3,7161,8992
RPL13,6137,YTHDC1,91746,,31300006,CRISPR/CRISPRi,0.47,1,0.0,0,0,2,1,0,0,3,7161,9476
RPL13,6137,SPAG7,9552,,31300006,CRISPR/CRISPRi,0.46,1,0.0,0,0,1,1,0,0,3,7161,7991
RPL13,6137,WDR77,79084,,31300006,CRISPR/CRISPRi,0.22,1,175.0,1,0,1,2,0,0,4,7161,9383
RPL13,6137,WDR70,55100,,31300006,CRISPR/CRISPRi,0.31,1,0.0,0,0,0,1,0,0,2,7161,9380
KIF2C,11004,PLK1,5347,,25171417,computer analysis,0.3,1,998.0,17,0,3,6,0,1,5,4167,6249
KIF2C,11004,TIMELESS,8914,,25171417,computer analysis,0.3,1,626.0,0,0,1,1,1,0,4,4167,8530
KIF2C,11004,MYBL2,4605,,25171417,computer analysis,0.3,1,693.0,2,0,1,1,0,0,4,4167,5121
CKS1B,11004,KIF2C,1163,,25171417,computer analysis,0.3,1,699.0,2,0,1,0,1,0,4,1529,4167
AURKB,11004,KIF2C,9212,,25171417,computer analysis,0.3,1,999.0,17,0,2,4,1,1,6,684,4167
KIF2C,11004,NRAS,4893,,19490893,GenomeRNAi,0.455,1,201.0,4,0,1,1,0,0,4,4167,5515
AURKA,11004,KIF2C,6790,,25171417,computer analysis,0.3,1,980.0,2,0,2,5,1,1,6,682,4167
KIF2C,11004,PPIH,10465,,25171417,Daisy,0.2,1,164.0,0,0,1,0,0,0,2,4167,6404
KIF2C,11004,RAD51AP1,10635,,25171417,computer analysis,0.3,1,827.0,0,0,1,1,0,0,3,4167,6804
KIF2C,11004,KRAS,3845,,19490893,Text Mining,0.6,1,279.0,2,0,1,2,0,0,4,4167,4255
KIF2C,11004,SMC2,10592,,25171417,computer analysis,0.3,1,591.0,4,0,2,2,1,1,6,4167,7867
ANK1,286,NAE1,8883,,23100467,GenomeRNAi,0.611,1,0.0,2,0,1,2,1,0,5,341,5202
CTSC,1075,RAB38,23682,,25171417,Daisy,0.2,1,466.0,4,0,1,2,0,0,4,1842,6769
CTSC,1075,MYC,4609,,22157079,GenomeRNAi,0.551,1,0.0,3,0,1,1,0,0,4,1842,5125
CTSC,1075,NPBWR2,2832,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1842,5472
ELFN2,114794,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,2468,5202
CCDC77,84318,NAE1,8883,,23100467,GenomeRNAi,0.629,1,0.0,0,0,0,0,0,0,0,1150,5202
KMT2A,4297,TOPBP1,11073,,27438146,computer analysis,0.3,1,356.0,3,0,2,2,0,0,4,4236,8786
KMT2A,4297,TP53,7157,,27438146,computer analysis,0.3,1,478.0,3,0,3,3,3,3,6,4236,8792
KMT2A,4297,NRAS,4893,,19490893,GenomeRNAi,0.524,1,347.0,1,0,1,0,0,0,3,4236,5515
KMT2A,4297,RAD54B,25788,,27438146,computer analysis,0.3,1,225.0,0,0,1,1,0,0,3,4236,6810
RFNG,5986,ZNF768,79724,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,6989,9822
LRRC57,255252,NAE1,8883,,23100467,GenomeRNAi,0.638,1,0.0,0,0,0,0,0,0,0,4496,5202
NLRP8,126205,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,5413,6654
FNDC4,64838,ZNF433,163059,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,2944,9706
EHF,26298,NTRK1,4914,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,0,1,0,2,2412,5560
EHF,26298,ORM1,5004,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,0,0,0,0,2412,5724
EHF,26298,RHOD,29984,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,2412,7031
EHF,26298,PDGFRB,5159,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,2,1,0,3,2412,5969
EHF,26298,PTGS1,5742,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,1,0,0,2,2412,6666
EHF,26298,SLC22A2,6582,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,0,0,0,0,2412,7679
EHF,26298,KIT,3815,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,0,3,0,2,2412,4186
EHF,26298,ELF3,1999,,25171417,computer analysis,0.3,1,345.0,0,0,4,4,5,1,5,2412,2467
EHF,26298,SLC22A1,6580,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,0,0,0,0,2412,7675
EHF,26298,PDGFRA,5156,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,3,1,0,3,2412,5968
EHF,26298,GRHL1,29841,,25171417,computer analysis,0.3,1,267.0,0,0,3,3,2,1,5,2412,3339
EHF,26298,LAMB3,3914,,25171417,computer analysis,0.3,1,290.0,0,0,0,0,0,0,0,2412,4308
EHF,26298,RET,5979,,20609354,GenomeRNAi,0.512,1,0.0,0,0,0,0,2,0,2,2412,6973
ENTPD3,956,RNPEP,6051,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,2526,7128
MAP4K2,5871,MXD1,4084,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,4643,5113
C11orf65,160140,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,892,5202
CELF5,60680,NRAS,4893,,19490893,GenomeRNAi,0.44,1,0.0,0,0,1,0,0,0,2,1372,5515
CELF5,60680,HRAS,3265,,19490893,GenomeRNAi,0.44,1,0.0,0,0,1,1,0,0,3,1372,3671
CELF5,60680,KRAS,3845,,19490893,GenomeRNAi,0.44,1,0.0,0,0,1,1,0,0,3,1372,4255
IGF2BP1,10642,TRIM33,51592,,29959327,ISLE,0.3,1,0.0,1,0,1,2,0,0,4,3799,8871
ACP1,52,MAPRE1,22919,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,88,4667
ACP1,52,PNO1,56902,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,88,6303
ACP1,52,PIGF,5281,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,88,6123
ACP1,52,ZBTB6,10773,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,88,9514
ACP1,52,SENP2,59343,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,88,7479
ACP1,52,B3GNT2,10678,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,88,700
ACP1,52,GRID2,2895,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,88,3347
ACP1,52,RAB23,51715,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,88,6760
ACP1,52,MSH2,4436,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,88,5035
